Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings	sample
chr19	17627940	17629239	UNC13A	0	-	10	0.604344	0.814313	0	1	2	0	3	1	2	12	8	8	0.0479473	LowCover	CGND-HRA-00750
chr9	35384314	35385723	UNC13B	0	+	10	1	6.65775	5	7	9	7	4	9	5.9	16	16	16	0.29384	NonUniformIntronCover	CGND-HRA-00750
chr19	17627940	17629239	UNC13A	0	-	10	1	23.5725	14	19	46	16	50	19	48.85	69	65	65	0.254639	NonUniformIntronCover	CGND-HRA-00751
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1194	7	10	12	15	16	12.05	15.7	9	9	9	0.529275	NonUniformIntronCover	CGND-HRA-00751
chr19	17627940	17629239	UNC13A	0	-	10	1	39.3211	26	32	62	37	62	39.05	59.25	91	83	83	0.301725	NonUniformIntronCover	CGND-HRA-00752
chr9	35384314	35385723	UNC13B	0	+	10	1	21.0267	17	21	25	24	36	20.95	33.85	13	13	13	0.617948	NonUniformIntronCover	CGND-HRA-00752
chr19	17627940	17629239	UNC13A	0	-	10	1	36.1663	21	37	55	36	72	36.9	72	29	28	28	0.554985	NonUniformIntronCover	CGND-HRA-00753
chr9	35384314	35385723	UNC13B	0	+	10	1	11.0909	9	11	13	11	7	13	7.7	10	10	10	0.525862	NonUniformIntronCover	CGND-HRA-00753
chr19	17627940	17629239	UNC13A	0	-	10	0.870442	1.62476	1	2	2	0	5	1	3.2	2	2	2	0.448239	LowCover	CGND-HRA-00754
chr9	35384314	35385723	UNC13B	0	+	10	1	14.5918	12	14	18	21	8	22.25	9.65	22	22	22	0.398772	NonUniformIntronCover	CGND-HRA-00754
chr19	17627940	17629239	UNC13A	0	-	10	0.857254	2.27466	1	2	6	7	3	6	5	5	5	5	0.312683	LowCover	CGND-HRA-00755
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8378	8	11	13	8	14	8.2	14	8	8	8	0.575322	-	CGND-HRA-00755
chr19	17627940	17629239	UNC13A	0	-	10	1	26.383	19	26	33	25	38	23.95	37.1	230	210	210	0.102905	-	CGND-HRA-00756
chr9	35384314	35385723	UNC13B	0	+	10	1	21.7861	19	22	25	19	10	30.5	11.55	23	23	23	0.486448	NonUniformIntronCover	CGND-HRA-00756
chr19	17627940	17629239	UNC13A	0	-	10	1	16.2631	12	16	21	20	19	16.25	21.65	112	99	99	0.126795	-	CGND-HRA-00757
chr9	35384314	35385723	UNC13B	0	+	10	1	17.4528	15	18	20	17	19	21	16.6	15	15	15	0.53779	-	CGND-HRA-00757
chr19	17627940	17629239	UNC13A	0	-	10	1	54.0097	41	54	65	37	54	27.5	50.05	70	60	60	0.435528	-	CGND-HRA-00758
chr9	35384314	35385723	UNC13B	0	+	10	1	21.5508	18	21	26	27	12	22.25	13.25	23	23	23	0.483735	NonUniformIntronCover	CGND-HRA-00758
chr19	17627940	17629239	UNC13A	0	-	10	0.808379	2.23985	1	2	3	2	2	3	3.3	4	3	3	0.358958	LowCover	CGND-HRA-00759
chr9	35384314	35385723	UNC13B	0	+	10	1	15.2959	12	15	18	19	13	18.8	12.45	20	20	20	0.433362	-	CGND-HRA-00759
chr19	17627940	17629239	UNC13A	0	-	10	0.91699	1.10058	1	1	2	0	4	1	2.1	7	6	6	0.135864	LowCover	CGND-HRA-00760
chr9	35384314	35385723	UNC13B	0	+	10	1	18.4011	13	19	22	31	11	30.25	9.1	31	31	31	0.372483	NonUniformIntronCover	CGND-HRA-00760
chr19	17627940	17629239	UNC13A	0	-	10	1	18.9865	12	19	26.5	27	57	25.75	46.65	153	126	126	0.110395	NonUniformIntronCover	CGND-HRA-00761
chr9	35384314	35385723	UNC13B	0	+	10	1	11.754	9	12	15	17	10	17.55	11.6	19	19	19	0.382194	-	CGND-HRA-00761
chr19	17627940	17629239	UNC13A	0	-	10	1	31.4294	22	31	44	22	45	28.1	45.45	30	23	23	0.511634	-	CGND-HRA-00763
chr9	35384314	35385723	UNC13B	0	+	10	1	9.94652	8	10	12	10	16	7.45	17	16	16	16	0.383347	NonUniformIntronCover	CGND-HRA-00763
chr19	17627940	17629239	UNC13A	0	-	10	0.898371	1.69052	1	2	3	1	2	1	2	4	4	4	0.297077	LowCover	CGND-HRA-00764
chr9	35384314	35385723	UNC13B	0	+	10	1	11.4046	9	11	14	18	8	13.25	7.55	25	25	25	0.313274	NonUniformIntronCover	CGND-HRA-00764
chr19	17627940	17629239	UNC13A	0	-	10	1	20.619	17	20	27	16	28	17.25	28.7	139	123	123	0.129176	-	CGND-HRA-00765
chr9	35384314	35385723	UNC13B	0	+	10	1	22.3191	20	22	25	22	10	27.1	11	23	22	22	0.492487	NonUniformIntronCover	CGND-HRA-00765
chr19	17627940	17629239	UNC13A	0	-	10	1	34.2224	22	35	41	15	41	17.8	42.7	218	189	189	0.135684	NonUniformIntronCover	CGND-HRA-00766
chr9	35384314	35385723	UNC13B	0	+	10	1	33.9911	29	34	39	38	21	38.9	21.5	27	26	26	0.557312	NonUniformIntronCover	CGND-HRA-00766
chr19	17627940	17629239	UNC13A	0	-	10	1	44.4197	37	45	52	46	41	35.15	38.15	54	43	43	0.45133	-	CGND-HRA-00767
chr9	35384314	35385723	UNC13B	0	+	10	1	12.3886	10	12	15	8	10	8.4	11	10	10	10	0.553344	NonUniformIntronCover	CGND-HRA-00767
chr19	17627940	17629239	UNC13A	0	-	10	1	20.2321	18	20	23	24	21	20.15	21.1	151	140	140	0.118156	-	CGND-HRA-00769
chr9	35384314	35385723	UNC13B	0	+	10	1	15.3672	13	15	18	22	9	20.75	12.6	17	17	17	0.474777	NonUniformIntronCover	CGND-HRA-00769
chr19	17627940	17629239	UNC13A	0	-	10	1	20.2012	16	21	24	31	29	26.4	22.85	167	148	148	0.107912	NonUniformIntronCover	CGND-HRA-00770
chr9	35384314	35385723	UNC13B	0	+	10	1	12.9447	11	13	16	21	12	16.2	11.15	16	16	16	0.447223	NonUniformIntronCover	CGND-HRA-00770
chr19	17627940	17629239	UNC13A	0	-	10	0.999224	4.52611	3	4	6	6	9	5.3	9	12	12	12	0.273876	NonUniformIntronCover	CGND-HRA-00771
chr9	35384314	35385723	UNC13B	0	+	10	1	6.22995	5	6	8	11	9	9.8	8.85	11	11	11	0.361577	NonUniformIntronCover	CGND-HRA-00771
chr19	17627940	17629239	UNC13A	0	-	10	0.999224	5.05803	3	5	7	7	10	7.85	9.35	13	9	9	0.280099	MinorIsoform	CGND-HRA-00772
chr9	35384314	35385723	UNC13B	0	+	10	1	11.9697	9	12	15	10	10	16.5	9.3	12	12	12	0.499368	-	CGND-HRA-00772
chr19	17627940	17629239	UNC13A	0	-	10	1	28.1083	22	28	34	22	28	23.45	28.65	77	66	66	0.267422	-	CGND-HRA-00773
chr9	35384314	35385723	UNC13B	0	+	10	1	17.1337	15	17	19	31	19	34.25	17.85	24	24	24	0.416537	NonUniformIntronCover	CGND-HRA-00773
chr19	17627940	17629239	UNC13A	0	-	10	1	22.9884	13	24	31	14	26	10.1	29.2	80	66	66	0.223213	NonUniformIntronCover	CGND-HRA-00774
chr9	35384314	35385723	UNC13B	0	+	10	1	8.95187	8	9	11	10	5	9.5	6	20	20	20	0.309198	NonUniformIntronCover	CGND-HRA-00774
chr19	17627940	17629239	UNC13A	0	-	10	1	43.207	37	43	52	39	46	33.5	47.55	28	25	25	0.60678	-	CGND-HRA-00775
chr9	35384314	35385723	UNC13B	0	+	10	1	9.68627	8	10	12	10	9	9.7	8.65	9	9	9	0.518363	-	CGND-HRA-00775
chr19	17627940	17629239	UNC13A	0	-	10	0.81924	1.9323	1	2	4	0	1	1	1	3	2	2	0.391765	LowCover	CGND-HRA-00776
chr9	35384314	35385723	UNC13B	0	+	10	1	12.8913	9	13	16	21	12	17.5	11.55	33	32	32	0.280909	NonUniformIntronCover	CGND-HRA-00776
chr19	17627940	17629239	UNC13A	0	-	10	0.978278	5.98839	4	6	7	7	11	7	10.55	7	7	7	0.461057	NonUniformIntronCover	CGND-HRA-00777
chr9	35384314	35385723	UNC13B	0	+	10	1	16.0642	13	16	18	15	10	14.75	8	31	31	31	0.341325	NonUniformIntronCover	CGND-HRA-00777
chr19	17627940	17629239	UNC13A	0	-	10	1	17.5222	9	17	26	25	43	25.45	32.75	72	63	63	0.195731	NonUniformIntronCover	CGND-HRA-00779
chr9	35384314	35385723	UNC13B	0	+	10	0.999285	8.60784	7	9	11	26	10	20.6	10	14	14	14	0.380746	NonUniformIntronCover	CGND-HRA-00779
chr19	17627940	17629239	UNC13A	0	-	10	0.919317	2.04062	1	2	3	3	4	2	4.35	7	7	7	0.225717	LowCover	CGND-HRA-00781
chr9	35384314	35385723	UNC13B	0	+	10	1	6.1533	5	6	8	11	6	12.45	6.6	8	8	8	0.434761	NonUniformIntronCover	CGND-HRA-00781
chr19	17627940	17629239	UNC13A	0	-	10	0.889061	1.58221	1	2	3	1	5	0	3.65	7	6	6	0.184359	LowCover	CGND-HRA-00782
chr9	35384314	35385723	UNC13B	0	+	10	1	7.3672	5	7	9	11	6	9.65	5.55	11	11	11	0.401106	-	CGND-HRA-00782
chr19	17627940	17629239	UNC13A	0	-	10	1	23.0735	18	22	34	26	39	23	35.85	178	155	155	0.114752	NonUniformIntronCover	CGND-HRA-00783
chr9	35384314	35385723	UNC13B	0	+	10	1	15.4831	13	16	19	22	15	27.5	17.65	24	23	23	0.392144	-	CGND-HRA-00783
chr19	17627940	17629239	UNC13A	0	-	10	1	17.8781	14	18	21	15	14	9.15	19.4	109	93	93	0.140908	-	CGND-HRA-00784
chr9	35384314	35385723	UNC13B	0	+	10	1	14.3636	12	14	17	12	12	16.6	15.65	19	19	19	0.430518	-	CGND-HRA-00784
chr19	17627940	17629239	UNC13A	0	-	10	1	39.2631	30	40	47	26	53	27	47.9	28	24	24	0.583724	NonUniformIntronCover	CGND-HRA-00785
chr9	35384314	35385723	UNC13B	0	+	10	1	7.55971	6	7	10	10	4	11.7	4.3	12	12	12	0.386494	NonUniformIntronCover	CGND-HRA-00785
chr19	17627940	17629239	UNC13A	0	-	10	0.938712	3.10445	2	3	4	4	5	2.35	3.25	7	5	5	0.307236	LowCover	CGND-HRA-00786
chr9	35384314	35385723	UNC13B	0	+	10	1	11.934	10	12	14	9	6	12.5	9.9	16	16	16	0.427222	NonUniformIntronCover	CGND-HRA-00786
chr19	17627940	17629239	UNC13A	0	-	10	0.993018	3.34429	2	3	6	2	5	2	3.9	8	7	7	0.2948	-	CGND-HRA-00787
chr9	35384314	35385723	UNC13B	0	+	10	1	11.3832	9	11	14	22	4	16.55	8.45	23	23	23	0.33107	NonUniformIntronCover	CGND-HRA-00787
chr19	17627940	17629239	UNC13A	0	-	10	1	31.2418	22	30	45	25	49	28	46.45	79	72	72	0.283393	NonUniformIntronCover	CGND-HRA-00788
chr9	35384314	35385723	UNC13B	0	+	10	1	15.0392	11	16	18	22	18	27.75	16	11	11	11	0.57756	-	CGND-HRA-00788
chr19	17627940	17629239	UNC13A	0	-	10	1	30.0329	17	27	52	24	56	24.8	46.6	46	43	43	0.394999	NonUniformIntronCover	CGND-HRA-00789
chr9	35384314	35385723	UNC13B	0	+	10	1	22.6827	17	23	30	29	36	46.6	32.9	26	26	26	0.465929	NonUniformIntronCover	CGND-HRA-00789
chr19	17627940	17629239	UNC13A	0	-	10	0.953452	2.52998	1	3	3	3	1	3.05	1	15	13	13	0.144323	-	CGND-HRA-00790
chr9	35384314	35385723	UNC13B	0	+	10	1	18.2335	16	18	21	25	14	24.65	15.15	24	24	24	0.431731	-	CGND-HRA-00790
chr19	17627940	17629239	UNC13A	0	-	10	1	4.30368	3	4	6	3	5	3.9	4	16	14	14	0.211965	-	CGND-HRA-00791
chr9	35384314	35385723	UNC13B	0	+	10	1	18.5722	14	18	24	17	20	14.15	19.05	22	22	22	0.457757	-	CGND-HRA-00791
chr19	17627940	17629239	UNC13A	0	-	10	1	5.37137	4	5	7	6	7	4	7.95	29	27	27	0.156275	-	CGND-HRA-00792
chr9	35384314	35385723	UNC13B	0	+	10	1	8.46881	7	8	10	9	12	4.4	12.1	13	13	13	0.39447	-	CGND-HRA-00792
chr19	17627940	17629239	UNC13A	0	-	10	1	26.8317	17.5	23	45	29	35	26.3	37.2	124	104	104	0.177892	-	CGND-HRA-00793
chr9	35384314	35385723	UNC13B	0	+	10	1	17.2228	13	17	22	33	16	25.5	16.1	17	17	17	0.503255	NonUniformIntronCover	CGND-HRA-00793
chr19	17627940	17629239	UNC13A	0	-	10	1	34.619	26	34	45	24	52	30.2	51.5	33	28	28	0.511971	NonUniformIntronCover	CGND-HRA-00794
chr9	35384314	35385723	UNC13B	0	+	10	1	13.107	11	13	16	13	8	13.75	10.55	8	8	8	0.620978	NonUniformIntronCover	CGND-HRA-00794
chr19	17627940	17629239	UNC13A	0	-	10	0.652444	0.907157	0	1	2	1	3	1	2.9	2	2	2	0.245978	LowCover	CGND-HRA-00796
chr9	35384314	35385723	UNC13B	0	+	10	1	12.2246	9	13	15	18	18	13.15	15.05	20	20	20	0.379356	-	CGND-HRA-00796
chr19	17627940	17629239	UNC13A	0	-	10	0.965089	4.5764	3	5	7	5	7	7.65	5.85	7	6	6	0.395322	NonUniformIntronCover	CGND-HRA-00799
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2335	8	11	14	9	16	15.75	17.6	28	28	28	0.286324	-	CGND-HRA-00799
chr19	17627940	17629239	UNC13A	0	-	10	1	10.8356	9	11	12	12	16	11	11.95	51	44	44	0.175232	-	CGND-HRA-00802
chr9	35384314	35385723	UNC13B	0	+	10	1	10.2335	8	10	14	18	10	12.05	10.2	19	19	19	0.350061	NonUniformIntronCover	CGND-HRA-00802
chr19	17627940	17629239	UNC13A	0	-	10	1	36.6576	30	36	45	35	49	34.85	40.9	34	30	30	0.518806	-	CGND-HRA-00803
chr9	35384314	35385723	UNC13B	0	+	10	1	11.4118	9	11	14	22	10	18.55	9.75	5	5	5	0.695341	NonUniformIntronCover	CGND-HRA-00803
chr19	17627940	17629239	UNC13A	0	-	10	0.837859	2.69246	1	3	4	4	6	5	7	5	3	3	0.350013	LowCover	CGND-HRA-00804
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1266	8	10	13	12	8	14.95	6.1	11	11	11	0.479328	-	CGND-HRA-00804
chr19	17627940	17629239	UNC13A	0	-	10	0.948022	2.3559	1	2	3	2	2	3	2	7	7	7	0.251809	LowCover	CGND-HRA-00805
chr9	35384314	35385723	UNC13B	0	+	10	1	9.66845	8	9	12	12	4	9.35	7	11	11	11	0.467788	NonUniformIntronCover	CGND-HRA-00805
chr19	17627940	17629239	UNC13A	0	-	10	1	23.6267	18	24	28	24	22	23.4	19	144	130	130	0.140948	-	CGND-HRA-00806
chr9	35384314	35385723	UNC13B	0	+	10	1	17.6916	15	18	21	26	15	23.05	14.4	10	10	10	0.63888	-	CGND-HRA-00806
chr19	17627940	17629239	UNC13A	0	-	10	1	25.0232	16	25	30	24	30	23.7	29.65	139	120	120	0.152559	-	CGND-HRA-00807
chr9	35384314	35385723	UNC13B	0	+	10	1	14.6863	12	15	18	43	25	32.6	23.45	11	11	11	0.571756	NonUniformIntronCover	CGND-HRA-00807
chr19	17627940	17629239	UNC13A	0	-	10	0.986811	12	7	12	19	19	25	16.35	22	27	27	27	0.307692	NonUniformIntronCover	CGND-HRA-00808
chr9	35384314	35385723	UNC13B	0	+	10	0.939957	3.68984	2	4	5	8	1	7.75	0.9	14	14	14	0.208585	NonUniformIntronCover	CGND-HRA-00808
chr19	17627940	17629239	UNC13A	0	-	10	0.569434	0.874275	0	1	2	1	4	3	2.2	3	3	3	0.159531	LowCover	CGND-HRA-00809
chr9	35384314	35385723	UNC13B	0	+	10	1	9.90196	7	10	13	14	10	12.95	9.25	14	14	14	0.414274	-	CGND-HRA-00809
chr19	17627940	17629239	UNC13A	0	-	10	0.995345	1.91489	1	2	3	0	1	1	2.75	6	6	6	0.241935	LowCover	CGND-HRA-00810
chr9	35384314	35385723	UNC13B	0	+	10	1	12.0357	9	12	14	11	10	11.5	9.6	18	18	18	0.400712	-	CGND-HRA-00810
chr19	17627940	17629239	UNC13A	0	-	10	1	28.5242	21	29	37	38	36	34.85	34.3	130	106	106	0.179936	-	CGND-HRA-00811
chr9	35384314	35385723	UNC13B	0	+	10	1	9.85918	8	10	12	11	10	11.6	9.75	15	15	15	0.396601	-	CGND-HRA-00811
chr19	17627940	17629239	UNC13A	0	-	10	1	25.7563	13	24	40	38	55	41.1	60.45	84	72	72	0.234668	NonUniformIntronCover	CGND-HRA-00812
chr9	35384314	35385723	UNC13B	0	+	10	0.989993	7.82175	6	8	11	23	4	18.55	5.05	10	10	10	0.438888	NonUniformIntronCover	CGND-HRA-00812
chr19	17627940	17629239	UNC13A	0	-	10	0.968192	4.43714	2	4	7	9	6	7.75	4.3	15	14	14	0.228281	NonUniformIntronCover	CGND-HRA-00814
chr9	35384314	35385723	UNC13B	0	+	10	0.990708	5.7451	4	6	7	11	3	11	3.05	13	13	13	0.306485	NonUniformIntronCover	CGND-HRA-00814
chr19	17627940	17629239	UNC13A	0	-	10	1	27.3849	24	27	32	21	26	24.25	29.1	136	110	110	0.16761	-	CGND-HRA-00815
chr9	35384314	35385723	UNC13B	0	+	10	1	15.3512	12	15	19	23	13	27.4	16.15	20	20	20	0.434248	-	CGND-HRA-00815
chr19	17627940	17629239	UNC13A	0	-	10	1	36.0251	29	36	43	33	30	29.8	32.2	143	126	126	0.20123	-	CGND-HRA-00816
chr9	35384314	35385723	UNC13B	0	+	10	1	14.4973	11	14	17	20	12	23.25	12.95	17	17	17	0.460272	-	CGND-HRA-00816
chr19	17627940	17629239	UNC13A	0	-	10	1	45.8143	38	45	53	23	48	20.55	51.1	31	24	24	0.596429	NonUniformIntronCover	CGND-HRA-00817
chr9	35384314	35385723	UNC13B	0	+	10	1	7.87166	6	8	10	15	7	4.95	5.25	11	11	11	0.417115	NonUniformIntronCover	CGND-HRA-00817
chr19	17627940	17629239	UNC13A	0	-	10	0.87277	1	1	1	2	1	3	1	1.1	8	8	8	0.111111	LowCover	CGND-HRA-00818
chr9	35384314	35385723	UNC13B	0	+	10	1	8.20677	6	8	10	8	6	8.8	7	12	12	12	0.40614	-	CGND-HRA-00818
chr19	17627940	17629239	UNC13A	0	-	10	1	3.70019	2	4	5	7	7	5.25	6.55	5	4	4	0.4253	LowCover	CGND-HRA-00819
chr9	35384314	35385723	UNC13B	0	+	10	1	8.24064	6	8	10	8	4	10.7	4.85	16	16	16	0.339951	NonUniformIntronCover	CGND-HRA-00819
chr19	17627940	17629239	UNC13A	0	-	10	1	26.1683	14	27	37	28	43	34.15	38.85	90	74	74	0.225262	NonUniformIntronCover	CGND-HRA-00820
chr9	35384314	35385723	UNC13B	0	+	10	1	10.6275	9	10	13	30	11	19.9	11.25	13	12	12	0.449793	NonUniformIntronCover	CGND-HRA-00820
chr19	17627940	17629239	UNC13A	0	-	10	1	27.4217	16	27	38	27	43	26	41.55	82	61	61	0.250605	MinorIsoform	CGND-HRA-00821
chr9	35384314	35385723	UNC13B	0	+	10	1	10.41	7	11	13	25	18	18.9	14.55	9	9	9	0.536321	NonUniformIntronCover	CGND-HRA-00821
chr19	17627940	17629239	UNC13A	0	-	10	1	32.5764	25	33	38	35	37	35.3	36.45	160	134	134	0.169161	-	CGND-HRA-00823
chr9	35384314	35385723	UNC13B	0	+	10	1	13.5579	11	14	17	14	8	14.1	8.1	12	12	12	0.530478	NonUniformIntronCover	CGND-HRA-00823
chr19	17627940	17629239	UNC13A	0	-	10	1	40.7485	33	40	48	37	60	35.85	53.7	188	173	173	0.178137	-	CGND-HRA-00824
chr9	35384314	35385723	UNC13B	0	+	10	1	22.1052	17	22	26	33	11	33.4	10.25	19	19	19	0.537771	NonUniformIntronCover	CGND-HRA-00824
chr19	17627940	17629239	UNC13A	0	-	10	1	39.0696	33	39	46	37	38	43.9	33.35	26	24	24	0.600428	-	CGND-HRA-00825
chr9	35384314	35385723	UNC13B	0	+	10	1	9.6025	8	10	11	15	6	16.55	9.9	4	4	4	0.705936	NonUniformIntronCover	CGND-HRA-00825
chr19	17627940	17629239	UNC13A	0	-	10	0.944919	3.01161	2	3	5	5	12	5.5	10.25	15	15	15	0.167204	NonUniformIntronCover	CGND-HRA-00826
chr9	35384314	35385723	UNC13B	0	+	10	1	9.96613	8	10	12	11	3	12.3	7.95	9	9	9	0.52547	NonUniformIntronCover	CGND-HRA-00826
chr19	17627940	17629239	UNC13A	0	-	10	0.899147	2.17215	1	2	3	2	7	2.95	5.7	4	3	3	0.351927	LowCover	CGND-HRA-00827
chr9	35384314	35385723	UNC13B	0	+	10	1	9.57754	7	9	12	15	6	15.15	10.75	23	23	23	0.293992	NonUniformIntronCover	CGND-HRA-00827
chr19	17627940	17629239	UNC13A	0	-	10	0.957331	3.77369	2	4	6	5	2	2.7	4	8	7	7	0.320519	-	CGND-HRA-00829
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2014	7	11	15	19	12	22.4	14.45	8	8	8	0.583364	NonUniformIntronCover	CGND-HRA-00829
chr19	17627940	17629239	UNC13A	0	-	10	1	21.323	17	21	25	35	25	17.8	19.6	129	111	111	0.141848	NonUniformIntronCover	CGND-HRA-00830
chr9	35384314	35385723	UNC13B	0	+	10	1	15.7683	12	16	20	31	11	26.25	10.35	8	8	8	0.663417	NonUniformIntronCover	CGND-HRA-00830
chr19	17627940	17629239	UNC13A	0	-	10	1	40.3617	32	40	50	42	49	41.05	39.6	35	30	30	0.535573	-	CGND-HRA-00832
chr9	35384314	35385723	UNC13B	0	+	10	1	7.40107	6	7	9	11	6	9.5	4.1	8	8	8	0.480556	-	CGND-HRA-00832
chr19	17627940	17629239	UNC13A	0	-	10	0.79519	2.00387	1	2	3	2	2	1.95	2	7	7	7	0.222556	LowCover	CGND-HRA-00833
chr9	35384314	35385723	UNC13B	0	+	10	1	11.5383	9	11	14	20	9	15.55	10.1	20	20	20	0.365851	NonUniformIntronCover	CGND-HRA-00833
chr19	17627940	17629239	UNC13A	0	-	10	0.840962	1.94971	1	2	3	1	5	1	4.4	2	2	2	0.493634	LowCover	CGND-HRA-00834
chr9	35384314	35385723	UNC13B	0	+	10	1	10.9893	9	11	13	17	10	13.45	12.9	13	13	13	0.458092	NonUniformIntronCover	CGND-HRA-00834
chr19	17627940	17629239	UNC13A	0	-	10	1	31.0677	19	31	38	38	44	36.15	40.3	143	126	126	0.178481	-	CGND-HRA-00835
chr9	35384314	35385723	UNC13B	0	+	10	1	12.098	8	12	16	15	14	14.8	16.15	9	9	9	0.57342	-	CGND-HRA-00835
chr19	17627940	17629239	UNC13A	0	-	10	1	27.8259	17	28	36	34	37	31.75	37.25	165	145	145	0.144306	-	CGND-HRA-00836
chr9	35384314	35385723	UNC13B	0	+	10	1	8.18717	6	8	11	28	12	20.95	10.2	15	15	15	0.35309	NonUniformIntronCover	CGND-HRA-00836
chr19	17627940	17629239	UNC13A	0	-	10	0.906905	3.60155	2	4	5	5	2	7.05	2.4	4	4	4	0.473791	LowCover	CGND-HRA-00837
chr9	35384314	35385723	UNC13B	0	+	10	1	9.63102	7	10	12	24	12	19.7	13.75	19	19	19	0.336384	NonUniformIntronCover	CGND-HRA-00837
chr19	17627940	17629239	UNC13A	0	-	10	0.903026	3.90716	2	4	6	7	7	5.5	7	6	6	6	0.394377	LowCover	CGND-HRA-00838
chr9	35384314	35385723	UNC13B	0	+	10	1	6.02852	5	6	8	16	6	11.15	3.3	8	8	8	0.429733	NonUniformIntronCover	CGND-HRA-00838
chr19	17627940	17629239	UNC13A	0	-	10	0.962762	7.89168	3	8	13	28	20	23.75	16.4	36	29	29	0.179799	NonUniformIntronCover	CGND-HRA-00839
chr9	35384314	35385723	UNC13B	0	+	10	1	5.2139	4	5	6	4	3	4	5.5	15	15	15	0.257937	NonUniformIntronCover	CGND-HRA-00839
chr19	17627940	17629239	UNC13A	0	-	10	0.716835	1.99613	0	2	7	14	11	9.35	9.25	19	17	17	0.0950714	NonUniformIntronCover	CGND-HRA-00840
chr9	35384314	35385723	UNC13B	0	+	10	1	7.10339	5	7	9	13	3	12.9	4	26	26	26	0.214582	NonUniformIntronCover	CGND-HRA-00840
chr19	17627940	17629239	UNC13A	0	-	10	1	15.8162	6	15	41	37	34	45.85	24.85	13	12	12	0.548866	NonUniformIntronCover	CGND-HRA-00841
chr9	35384314	35385723	UNC13B	0	+	10	0.934954	2.33155	1	2	4	4	1	2.4	1.8	11	11	11	0.17489	-	CGND-HRA-00841
chr19	17627940	17629239	UNC13A	0	-	10	0.310318	0.0270793	0	0	1	0	0	0	0	2	2	2	0.134318	LowCover	CGND-HRA-00842
chr9	35384314	35385723	UNC13B	0	+	10	0.967834	3.82353	3	4	5	6	6	5.15	4.8	10	10	10	0.276596	NonUniformIntronCover	CGND-HRA-00842
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	1	1	1	0	LowCover	CGND-HRA-00843
chr9	35384314	35385723	UNC13B	0	+	10	0.990708	4.91087	4	5	7	14	3	10.9	3	15	15	15	0.246643	NonUniformIntronCover	CGND-HRA-00843
chr19	17627940	17629239	UNC13A	0	-	10	1	28.4255	19	27	40	24	40	23.7	34.1	143	119	119	0.165819	-	CGND-HRA-00845
chr9	35384314	35385723	UNC13B	0	+	10	1	14.6257	11	14	19	26	10	22.4	11.4	13	13	13	0.529423	NonUniformIntronCover	CGND-HRA-00845
chr19	17627940	17629239	UNC13A	0	-	10	1	91.2843	68	91	115	100	100	94.3	110.45	90	80	80	0.503542	-	CGND-HRA-00846
chr9	35384314	35385723	UNC13B	0	+	10	1	24.7861	21	25	28	24	23	25.15	25.5	22	22	22	0.529775	-	CGND-HRA-00846
chr19	17627940	17629239	UNC13A	0	-	10	0.911559	3.95551	1	4	6	2	4	0.85	4.95	13	11	11	0.233288	-	CGND-HRA-00847
chr9	35384314	35385723	UNC13B	0	+	10	1	7.6738	5	7	11	11	11	10.3	12	8	8	8	0.489594	-	CGND-HRA-00847
chr19	17627940	17629239	UNC13A	0	-	10	0.80993	1.64797	1	2	3	3	10	3	8.15	16	13	13	0.0933801	NonUniformIntronCover	CGND-HRA-00848
chr9	35384314	35385723	UNC13B	0	+	10	1	7.27629	6	7	9	7	4	6.95	3.65	14	14	14	0.341991	NonUniformIntronCover	CGND-HRA-00848
chr19	17627940	17629239	UNC13A	0	-	10	1	30.8085	25	30	38	27	36	27.25	33.45	62	58	58	0.331958	-	CGND-HRA-00849
chr9	35384314	35385723	UNC13B	0	+	10	1	17.8556	14	18	21	26	20	23.95	20.4	16	16	16	0.527405	-	CGND-HRA-00849
chr19	17627940	17629239	UNC13A	0	-	10	1	16.9942	9	18	24	26	27	20.55	22.75	70	59	59	0.195349	NonUniformIntronCover	CGND-HRA-00850
chr9	35384314	35385723	UNC13B	0	+	10	1	13.5989	11	14	16	24	16	21.8	16.35	19	19	19	0.417159	NonUniformIntronCover	CGND-HRA-00850
chr19	17627940	17629239	UNC13A	0	-	10	1	47.0619	35	46	57	33	47	30.85	39.8	20	18	18	0.701768	-	CGND-HRA-00851
chr9	35384314	35385723	UNC13B	0	+	10	1	8.85561	6	9	11	15	1	14.65	3.2	3	3	3	0.746955	LowSplicing	CGND-HRA-00851
chr19	17627940	17629239	UNC13A	0	-	10	0.813033	1.86267	1	2	3	4	2	3	2	4	4	4	0.317717	LowCover	CGND-HRA-00852
